"","X1","Date","Block","IUCR","Description","Arrest","Domestic","Beat","District","Ward","Year","Latitude","Longitude","date.only","hr","day.of.week","street.type","Primary.Type","Community.Area","FBI.Code","Location.Description"
"117",118,2018-08-08 06:00:00,"011XX N LARRABEE ST","1153","FINANCIAL IDENTITY THEFT OVER $ 300","No","No","1822","018","27",2018,41.903113054,-87.643199348,2018-08-08,"6","Wednesday","ST","DECEPTIVE PRACTICE","8","11","OTHER"
"118",119,2018-12-23 01:00:00,"048XX N MARINE DR","0820","$500 AND UNDER","No","No","2024","020","46",2018,41.97043926,-87.650011483,2018-12-23,"1","Sunday","DR","THEFT","3","06","STREET"
"119",120,2018-06-08 07:30:00,"093XX S MICHIGAN AVE","2820","TELEPHONE THREAT","No","No","0634","006","6",2018,41.724625087,-87.620668121,2018-06-08,"7","Friday","AVE","OTHER OFFENSE","49","26","RESIDENCE"
"120",121,2018-06-07 11:05:00,"033XX W FILLMORE ST","2093","FOUND SUSPECT NARCOTICS","Yes","No","1134","011","24",2018,41.868180939,-87.709271389,2018-06-07,"11","Thursday","ST","NARCOTICS","29","18","POLICE FACILITY/VEH PARKING LOT"
"121",122,2018-01-08 12:00:00,"0000X W 79TH ST","0460","SIMPLE","Yes","No","0623","006","6",2018,41.750940757,-87.625185222,2018-01-08,"12","Monday","ST","BATTERY","44","08B","CTA STATION"
"122",123,2018-07-02 21:00:00,"025XX W CONGRESS PKWY","0810","OVER $500","No","No","1135","011","2",2018,41.874953063,-87.690244345,2018-07-02,"21","Monday","PKWY","THEFT","28","06","PARKING LOT/GARAGE(NON.RESID.)"
"123",124,2018-09-27 14:15:00,"013XX S INDEPENDENCE BLVD","0820","$500 AND UNDER","No","No","1011","010","24",2018,41.863477217,-87.719442143,2018-09-27,"14","Thursday","BLVD","THEFT","29","06","POOL ROOM"
"124",125,2018-09-04 19:30:00,"002XX E 89TH PL","0820","$500 AND UNDER","No","No","0633","006","6",2018,41.731866572,-87.618778248,2018-09-04,"19","Tuesday","PL","THEFT","44","06","STREET"
"125",126,2018-08-12 21:35:00,"089XX S STONY ISLAND AVE","0460","SIMPLE","No","No","0413","004","8",2018,41.732653947,-87.585111353,2018-08-12,"21","Sunday","AVE","BATTERY","48","08B","BAR OR TAVERN"
"126",127,2018-10-08 13:30:00,"058XX N FAIRFIELD AVE","0560","SIMPLE","No","No","2011","020","40",2018,41.987553761,-87.698087263,2018-10-08,"13","Monday","AVE","ASSAULT","2","08A","RESIDENCE PORCH/HALLWAY"
"127",128,2018-12-02 14:45:00,"015XX N CLARK ST","0890","FROM BUILDING","No","No","1821","018","2",2018,41.910600688,-87.631652657,2018-12-02,"14","Sunday","ST","THEFT","8","06","SMALL RETAIL STORE"
"128",129,2018-06-18 18:00:00,"029XX S ARCHER AVE","1310","TO PROPERTY","Yes","No","0913","009","11",2018,41.840885439,-87.659534989,2018-06-18,"18","Monday","AVE","CRIMINAL DAMAGE","60","14","APARTMENT"
"129",130,2018-03-10 20:30:00,"045XX N DRAKE AVE","0486","DOMESTIC BATTERY SIMPLE","No","Yes","1723","017","33",2018,41.963658211,-87.716889295,2018-03-10,"20","Saturday","AVE","BATTERY","14","08B","APARTMENT"
"130",131,2018-07-05 12:45:00,"005XX W DEMING PL","0820","$500 AND UNDER","No","No","1935","019","43",2018,41.928338922,-87.642898118,2018-07-05,"12","Thursday","PL","THEFT","7","06","APARTMENT"
"131",132,2018-11-24 15:40:00,"020XX S STATE ST","0486","DOMESTIC BATTERY SIMPLE","No","Yes","0131","001","3",2018,41.854963672,-87.627133239,2018-11-24,"15","Saturday","ST","BATTERY","33","08B","RESIDENCE"
"132",133,2018-06-18 20:00:00,"079XX S PERRY AVE","0610","FORCIBLE ENTRY","No","No","0623","006","17",2018,41.750005202,-87.627009512,2018-06-18,"20","Monday","AVE","BURGLARY","44","05","RESIDENCE-GARAGE"
"133",134,2018-05-05 04:58:00,"101XX S TORRENCE AVE","0810","OVER $500","No","No","0431","004","10",2018,41.711080141,-87.559717151,2018-05-05,"4","Saturday","AVE","THEFT","51","06","PARKING LOT/GARAGE(NON.RESID.)"
"134",135,2018-07-10 17:11:00,"102XX S YALE AVE","051A","AGGRAVATED: HANDGUN","Yes","Yes","0511","005","9",2018,41.708106803,-87.629537517,2018-07-10,"17","Tuesday","AVE","ASSAULT","49","04A","RESIDENCE"
"135",136,2018-12-20 00:00:00,"046XX S DR MARTIN LUTHER KING JR DR","1130","FRAUD OR CONFIDENCE GAME","No","No","0221","002","3",2018,NA,NA,2018-12-20,"0","Thursday","DR","DECEPTIVE PRACTICE","38","11","BANK"
"136",137,2018-09-10 20:00:00,"117XX S HALE AVE","1320","TO VEHICLE","No","No","2212","022","19",2018,41.680347111,-87.672868053,2018-09-10,"20","Monday","AVE","CRIMINAL DAMAGE","75","14","VEHICLE NON-COMMERCIAL"
"137",138,2018-12-13 09:56:00,"006XX S DESPLAINES ST","0560","SIMPLE","No","Yes","0124","001","25",2018,41.874030942,-87.643879475,2018-12-13,"9","Thursday","ST","ASSAULT","28","08A","SIDEWALK"
"138",139,2018-11-14 19:15:00,"018XX W MONTROSE AVE","0820","$500 AND UNDER","No","No","1912","019","47",2018,41.961501714,-87.67543619,2018-11-14,"19","Wednesday","AVE","THEFT","5","06","CTA TRAIN"
"139",140,2018-06-24 15:00:00,"007XX S CICERO AVE","0920","ATT: AUTOMOBILE","No","No","1533","015","24",2018,41.872005323,-87.744933466,2018-06-24,"15","Sunday","AVE","MOTOR VEHICLE THEFT","25","07","STREET"
"140",141,2018-10-30 23:00:00,"040XX W LAKE ST","0420","AGGRAVATED:KNIFE/CUTTING INSTR","No","No","1114","011","28",2018,41.885487535,-87.726422045,2018-10-30,"23","Tuesday","ST","BATTERY","26","04B","SIDEWALK"
"141",142,2018-03-13 21:47:00,"048XX W SUPERIOR ST","1330","TO LAND","Yes","No","1531","015","28",2018,41.894046842,-87.746486847,2018-03-13,"21","Tuesday","ST","CRIMINAL TRESPASS","25","26","PARKING LOT/GARAGE(NON.RESID.)"
"142",143,2018-03-23 17:00:00,"014XX N LUNA AVE","4387","VIOLATE ORDER OF PROTECTION","No","Yes","2532","025","37",2018,41.906426518,-87.764565181,2018-03-23,"17","Friday","AVE","OTHER OFFENSE","25","26","APARTMENT"
"143",144,2018-10-06 14:40:00,"117XX S LAFAYETTE AVE","1121","COUNTERFEITING DOCUMENT","No","No","0522","005","34",2018,41.680980648,-87.62398697,2018-10-06,"14","Saturday","AVE","DECEPTIVE PRACTICE","53","10","RESIDENCE"
"144",145,2018-07-13 02:00:00,"012XX N MAPLEWOOD AVE","143A","UNLAWFUL POSS OF HANDGUN","No","No","1423","014","26",2018,41.903866454,-87.690744072,2018-07-13,"2","Friday","AVE","WEAPONS VIOLATION","24","15","SIDEWALK"
"145",146,2018-09-25 21:45:00,"023XX N MILWAUKEE AVE","0820","$500 AND UNDER","No","No","1414","014","35",2018,41.924142132,-87.699370763,2018-09-25,"21","Tuesday","AVE","THEFT","22","06","STREET"
"146",147,2018-11-24 14:00:00,"0000X W CHICAGO AVE","1122","COUNTERFEIT CHECK","No","No","1832","018","2",2018,41.896664035,-87.629175344,2018-11-24,"14","Saturday","AVE","DECEPTIVE PRACTICE","8","10","RESIDENCE"
"147",148,2018-09-06 01:45:00,"103XX S MICHIGAN AVE","3731","OBSTRUCTING IDENTIFICATION","Yes","No","0512","005","9",2018,41.706987456,-87.620244029,2018-09-06,"1","Thursday","AVE","INTERFERENCE WITH PUBLIC OFFICER","49","24","STREET"
"148",149,2018-09-07 23:19:00,"081XX S LOOMIS BLVD","0820","$500 AND UNDER","No","Yes","0613","006","21",2018,41.746294697,-87.658480195,2018-09-07,"23","Friday","BLVD","THEFT","71","06","RESIDENCE"
"149",150,2018-07-02 21:10:00,"073XX S DR MARTIN LUTHER KING JR DR","0560","SIMPLE","No","No","0323","003","6",2018,41.761603489,-87.615197285,2018-07-02,"21","Monday","DR","ASSAULT","69","08A","RESIDENCE"
"150",151,2018-12-01 06:45:00,"082XX S ELIZABETH ST","0560","SIMPLE","No","No","0613","006","21",2018,41.744340963,-87.654788675,2018-12-01,"6","Saturday","ST","ASSAULT","71","08A","RESIDENCE"
"151",152,2018-05-14 00:18:00,"091XX S BURNSIDE AVE","0820","$500 AND UNDER","No","Yes","0633","006","6",2018,41.727775345,-87.616222574,2018-05-14,"0","Monday","AVE","THEFT","49","06","RESIDENCE"
"152",153,2018-08-31 11:26:00,"014XX S SACRAMENTO DR","2014","MANU/DELIVER: HEROIN (WHITE)","Yes","No","1022","010","24",2018,NA,NA,2018-08-31,"11","Friday","DR","NARCOTICS","29","18","VEHICLE NON-COMMERCIAL"
"153",154,2018-07-10 06:19:00,"113XX S EDBROOKE AVE","0610","FORCIBLE ENTRY","No","No","0531","005","9",2018,41.688458669,-87.619507767,2018-07-10,"6","Tuesday","AVE","BURGLARY","49","05","DAY CARE CENTER"
"154",155,2018-04-02 17:10:00,"048XX W NORTH AVE","0560","SIMPLE","No","No","2533","025","37",2018,41.909614875,-87.747016581,2018-04-02,"17","Monday","AVE","ASSAULT","25","08A","GAS STATION"
"155",156,2018-08-17 22:30:00,"018XX N WILMOT AVE","0620","UNLAWFUL ENTRY","No","No","1434","014","32",2018,41.915219047,-87.683377521,2018-08-17,"22","Friday","AVE","BURGLARY","22","05","RESIDENCE-GARAGE"
"156",157,2018-12-10 12:12:00,"058XX W CHICAGO AVE","5011","LICENSE VIOLATION","No","No","1511","015","29",2018,41.894777696,-87.770791335,2018-12-10,"12","Monday","AVE","OTHER OFFENSE","25","26","SMALL RETAIL STORE"
"157",158,2018-06-10 05:00:00,"058XX S TRUMBULL AVE","0910","AUTOMOBILE","No","No","0822","008","14",2018,41.787478677,-87.709511997,2018-06-10,"5","Sunday","AVE","MOTOR VEHICLE THEFT","63","07","STREET"
"158",159,2018-07-09 10:00:00,"004XX N WABASH AVE","0820","$500 AND UNDER","No","No","1834","018","42",2018,41.89036711,-87.626673634,2018-07-09,"10","Monday","AVE","THEFT","8","06","RESIDENCE"
"159",160,2018-11-08 10:40:00,"024XX W GRENSHAW ST","0810","OVER $500","No","No","1135","011","28",2018,41.867511097,-87.687389181,2018-11-08,"10","Thursday","ST","THEFT","28","06","STREET"
"160",161,2018-05-31 08:30:00,"037XX W GRENSHAW ST","0520","AGGRAVATED:KNIFE/CUTTING INSTR","Yes","No","1133","011","24",2018,41.867163869,-87.718624876,2018-05-31,"8","Thursday","ST","ASSAULT","29","04A","APARTMENT"
"161",162,2018-10-11 03:41:00,"001XX N LEAVITT ST","1310","TO PROPERTY","No","No","1223","012","2",2018,41.883919149,-87.681594285,2018-10-11,"3","Thursday","ST","CRIMINAL DAMAGE","28","14","RESIDENCE"
"162",163,2018-09-13 21:00:00,"003XX S HAMLIN BLVD","1310","TO PROPERTY","No","No","1133","011","28",2018,41.876571205,-87.720686463,2018-09-13,"21","Thursday","BLVD","CRIMINAL DAMAGE","26","14","APARTMENT"
"163",164,2018-02-26 14:09:00,"093XX S SOUTH CHICAGO AVE","0810","OVER $500","No","No","0424","004","10",2018,41.725919003,-87.550047586,2018-02-26,"14","Monday","AVE","THEFT","48","06","GOVERNMENT BUILDING/PROPERTY"
"164",165,2018-05-03 14:10:00,"070XX S YALE AVE","0320","STRONGARM - NO WEAPON","No","No","0731","007","6",2018,41.766778358,-87.631037355,2018-05-03,"14","Thursday","AVE","ROBBERY","69","03","SIDEWALK"
"165",166,2018-01-15 12:00:00,"032XX W 78TH ST","0820","$500 AND UNDER","No","No","0835","008","18",2018,41.751621679,-87.702980541,2018-01-15,"12","Monday","ST","THEFT","70","06","OTHER"
"166",167,2018-05-30 20:20:00,"049XX W SUPERIOR ST","5110","GUN OFFENDER: DUTY TO REGISTER","Yes","No","1531","015","37",2018,41.89402581,-87.749359243,2018-05-30,"20","Wednesday","ST","OTHER OFFENSE","25","26","STREET"
"167",168,2018-05-12 00:47:00,"0000X E 104TH ST","0460","SIMPLE","No","No","0512","005","9",2018,41.705368787,-87.621649862,2018-05-12,"0","Saturday","ST","BATTERY","49","08B","ALLEY"
"168",169,2018-08-02 21:02:00,"079XX S LAFAYETTE AVE","1330","TO LAND","Yes","No","0623","006","17",2018,41.750782715,-87.625813624,2018-08-02,"21","Thursday","AVE","CRIMINAL TRESPASS","44","26","GAS STATION"
"169",170,2018-08-14 09:10:00,"098XX S EWING AVE","502R","VEHICLE TITLE/REG OFFENSE","Yes","No","0432","004","10",2018,41.716832536,-87.535283426,2018-08-14,"9","Tuesday","AVE","OTHER OFFENSE","52","26","STREET"
"170",171,2018-02-09 00:30:00,"046XX S ASHLAND AVE","0610","FORCIBLE ENTRY","Yes","No","0924","009","3",2018,41.809522902,-87.66499903,2018-02-09,"0","Friday","AVE","BURGLARY","61","05","DEPARTMENT STORE"
"171",172,2018-01-03 03:50:00,"059XX S ELIZABETH ST","0460","SIMPLE","No","No","0713","007","16",2018,41.785893321,-87.655876058,2018-01-03,"3","Wednesday","ST","BATTERY","67","08B","RESIDENCE"
"172",173,2018-09-12 19:14:00,"049XX S ST LAWRENCE AVE","0560","SIMPLE","No","Yes","0223","002","4",2018,41.805293198,-87.611360883,2018-09-12,"19","Wednesday","AVE","ASSAULT","38","08A","APARTMENT"
"173",174,2018-04-03 13:01:00,"003XX W 101ST ST","502R","VEHICLE TITLE/REG OFFENSE","Yes","No","0511","005","9",2018,41.71071713,-87.631409845,2018-04-03,"13","Tuesday","ST","OTHER OFFENSE","49","26","STREET"
"174",175,2018-12-22 00:40:00,"033XX N HARLEM AVE","0910","AUTOMOBILE","Yes","No","1631","016","29",2018,41.94078561,-87.806845204,2018-12-22,"0","Saturday","AVE","MOTOR VEHICLE THEFT","17","07","PARKING LOT/GARAGE(NON.RESID.)"
"175",176,2018-11-15 19:30:00,"013XX N ROCKWELL ST","0910","AUTOMOBILE","No","No","1423","014","26",2018,41.905481693,-87.69201729,2018-11-15,"19","Thursday","ST","MOTOR VEHICLE THEFT","24","07","RESIDENTIAL YARD (FRONT/BACK)"
"176",177,2018-08-14 20:00:00,"041XX W JACKSON BLVD","1310","TO PROPERTY","No","No","1115","011","28",2018,41.877044066,-87.729134707,2018-08-14,"20","Tuesday","BLVD","CRIMINAL DAMAGE","26","14","RESIDENCE"
"177",178,2018-01-08 08:47:00,"007XX N HOMAN AVE","1330","TO LAND","Yes","No","1121","011","27",2018,41.894674537,-87.711411964,2018-01-08,"8","Monday","AVE","CRIMINAL TRESPASS","23","26","TAVERN/LIQUOR STORE"
"178",179,2018-10-15 14:10:00,"039XX W 79TH ST","0460","SIMPLE","No","No","0834","008","18",2018,41.749460005,-87.72089612,2018-10-15,"14","Monday","ST","BATTERY","70","08B","SCHOOL, PUBLIC, BUILDING"
"179",180,2018-01-08 13:55:00,"005XX N MICHIGAN AVE","0860","RETAIL THEFT","No","No","1834","018","42",2018,41.891133566,-87.624134682,2018-01-08,"13","Monday","AVE","THEFT","8","06","SMALL RETAIL STORE"
"180",181,2018-06-24 19:39:00,"010XX E 80TH ST","502R","VEHICLE TITLE/REG OFFENSE","Yes","No","0624","006","8",2018,41.749519152,-87.599376175,2018-06-24,"19","Sunday","ST","OTHER OFFENSE","44","26","STREET"
"181",182,2018-04-24 07:23:00,"087XX S BUFFALO AVE","4387","VIOLATE ORDER OF PROTECTION","No","Yes","0424","004","10",2018,41.736921138,-87.544462011,2018-04-24,"7","Tuesday","AVE","OTHER OFFENSE","46","26","APARTMENT"
"182",183,2018-06-05 10:00:00,"001XX N HOYNE AVE","1154","FINANCIAL IDENTITY THEFT $300 AND UNDER","No","No","1223","012","2",2018,41.884020537,-87.679154836,2018-06-05,"10","Tuesday","AVE","DECEPTIVE PRACTICE","28","11","RESIDENCE"
"183",184,2018-01-26 10:32:00,"070XX S VINCENNES AVE","0110","FIRST DEGREE MURDER","No","No","0731","007","6",2018,41.766996182,-87.627175072,2018-01-26,"10","Friday","AVE","HOMICIDE","69","01A","STREET"
"184",185,2018-02-11 20:40:00,"007XX N HUDSON AVE","0810","OVER $500","No","No","1831","018","42",2018,41.895931553,-87.640037089,2018-02-11,"20","Sunday","AVE","THEFT","8","06","RESIDENCE-GARAGE"
"185",186,2018-03-24 09:30:00,"012XX S SPRINGFIELD AVE","0520","AGGRAVATED:KNIFE/CUTTING INSTR","No","No","1011","010","24",2018,41.86548698,-87.722712365,2018-03-24,"9","Saturday","AVE","ASSAULT","29","04A","RESIDENCE"
"186",187,2018-09-24 19:00:00,"016XX S WOOD ST","1320","TO VEHICLE","No","No","1234","012","25",2018,41.859314753,-87.67113616,2018-09-24,"19","Monday","ST","CRIMINAL DAMAGE","31","14","STREET"
"187",188,2018-12-15 16:00:00,"019XX S MICHIGAN AVE","0281","NON-AGGRAVATED","No","No","0132","001","3",2018,41.856277428,-87.62389589,2018-12-15,"16","Saturday","AVE","CRIM SEXUAL ASSAULT","33","02","RESTAURANT"
"188",189,2018-02-11 21:30:00,"016XX W 17TH ST","1320","TO VEHICLE","No","No","1234","012","25",2018,41.858680087,-87.667684753,2018-02-11,"21","Sunday","ST","CRIMINAL DAMAGE","31","14","STREET"
"189",190,2018-05-03 23:00:00,"017XX N CLARK ST","0910","AUTOMOBILE","Yes","No","1814","018","43",2018,41.91455668,-87.633707216,2018-05-03,"23","Thursday","ST","MOTOR VEHICLE THEFT","7","07","STREET"
"190",191,2018-09-27 09:41:00,"011XX S RICHMOND ST","1330","TO LAND","Yes","No","1135","011","28",2018,41.867595589,-87.69959933,2018-09-27,"9","Thursday","ST","CRIMINAL TRESPASS","29","26","RESIDENTIAL YARD (FRONT/BACK)"
"191",192,2018-03-09 19:29:00,"0000X W JACKSON BLVD","0545","PRO EMP HANDS NO/MIN INJURY","Yes","No","0113","001","42",2018,41.878177032,-87.627986655,2018-03-09,"19","Friday","BLVD","ASSAULT","32","08A","CONVENIENCE STORE"
"192",193,2018-04-23 17:26:00,"028XX N BROADWAY","0810","OVER $500","No","No","1934","019","44",2018,NA,NA,2018-04-23,"17","Monday","BROADWAY","THEFT","6","06","GROCERY FOOD STORE"
"193",194,2018-11-12 09:00:00,"025XX S DR MARTIN LUTHER KING JR DR","1152","ILLEGAL USE CASH CARD","No","No","0133","001","2",2018,41.847004593,-87.617703968,2018-11-12,"9","Monday","DR","DECEPTIVE PRACTICE","33","11","RESIDENCE"
"194",195,2018-01-31 22:52:00,"090XX S GREENWOOD AVE","2825","HARASSMENT BY TELEPHONE","No","No","0413","004","8",2018,41.730362225,-87.597399824,2018-01-31,"22","Wednesday","AVE","OTHER OFFENSE","47","26","RESIDENCE"
"195",196,2018-07-09 12:00:00,"010XX W ROSEMONT AVE","0917","CYCLE, SCOOTER, BIKE W-VIN","No","No","2433","024","48",2018,NA,NA,2018-07-09,"12","Monday","AVE","MOTOR VEHICLE THEFT","77","07","RESIDENCE"
"196",197,2018-02-28 16:00:00,"006XX E WOODLAND PARK","0910","AUTOMOBILE","No","No","0211","002","4",2018,41.832496126,-87.61032506,2018-02-28,"16","Wednesday","PARK","MOTOR VEHICLE THEFT","35","07","PARKING LOT/GARAGE(NON.RESID.)"
"197",198,2018-07-11 04:30:00,"015XX N CLYBOURN AVE","0870","POCKET-PICKING","No","No","1822","018","43",2018,41.910676312,-87.649187069,2018-07-11,"4","Wednesday","AVE","THEFT","8","06","CTA TRAIN"
"198",199,2018-06-12 11:00:00,"051XX S PULASKI RD","0320","STRONGARM - NO WEAPON","No","No","0815","008","23",2018,41.800464977,-87.723370404,2018-06-12,"11","Tuesday","RD","ROBBERY","62","03","STREET"
"199",200,2018-10-03 15:55:00,"016XX W 83RD ST","3710","RESIST/OBSTRUCT/DISARM OFFICER","Yes","No","0614","006","21",2018,41.743067159,-87.663600001,2018-10-03,"15","Wednesday","ST","INTERFERENCE WITH PUBLIC OFFICER","71","24","STREET"
"200",201,2018-07-04 05:00:00,"046XX W MADISON ST","031A","ARMED: HANDGUN","No","No","1113","011","28",2018,41.880531795,-87.742277421,2018-07-04,"5","Wednesday","ST","ROBBERY","25","03","ALLEY"
"201",202,2018-04-22 20:50:00,"018XX W 21ST PL","0430","AGGRAVATED: OTHER DANG WEAPON","No","No","1234","012","25",2018,41.853143591,-87.672205549,2018-04-22,"20","Sunday","PL","BATTERY","31","04B","STREET"
"202",203,2018-11-27 15:05:00,"0000X N LA SALLE ST","0890","FROM BUILDING","No","No","0122","001","42",2018,41.882748442,-87.632387132,2018-11-27,"15","Tuesday","ST","THEFT","32","06","RESTAURANT"
"203",204,2018-08-07 13:00:00,"036XX W FILLMORE ST","1562","AGG CRIMINAL SEXUAL ABUSE","No","No","1133","011","24",2018,41.868097353,-87.716659073,2018-08-07,"13","Tuesday","ST","SEX OFFENSE","29","17","OTHER"
"204",205,2018-01-05 09:30:00,"033XX W WALNUT ST","0910","AUTOMOBILE","No","No","1123","011","28",2018,41.885346796,-87.70988291,2018-01-05,"9","Friday","ST","MOTOR VEHICLE THEFT","27","07","SIDEWALK"
"205",206,2018-01-27 23:30:00,"005XX W 79TH ST","1479","ARMED WHILE UNDER THE INFLUENCE","Yes","No","0621","006","17",2018,41.750731439,-87.637640187,2018-01-27,"23","Saturday","ST","RARE CRIMES","44","15","VEHICLE NON-COMMERCIAL"
"206",207,2018-04-26 14:00:00,"043XX S EMERALD AVE","1310","TO PROPERTY","No","No","0925","009","11",2018,41.81570544,-87.64450539,2018-04-26,"14","Thursday","AVE","CRIMINAL DAMAGE","61","14","RESIDENCE"
"207",208,2018-05-26 17:33:00,"117XX S MARSHFIELD AVE","0486","DOMESTIC BATTERY SIMPLE","No","Yes","2234","022","34",2018,41.680418426,-87.662437948,2018-05-26,"17","Saturday","AVE","BATTERY","75","08B","PARKING LOT/GARAGE(NON.RESID.)"
"208",209,2018-06-06 23:02:00,"008XX W 53RD ST","041A","AGGRAVATED: HANDGUN","No","No","0934","009","20",2018,41.797826584,-87.646358211,2018-06-06,"23","Wednesday","ST","BATTERY","61","04B","VACANT LOT/LAND"
"209",210,2018-01-30 17:45:00,"0000X N WABASH AVE","0870","POCKET-PICKING","No","No","0112","001","42",2018,41.882529537,-87.626223856,2018-01-30,"17","Tuesday","AVE","THEFT","32","06","CTA PLATFORM"
"210",211,2018-05-01 03:04:00,"004XX S RACINE AVE","0320","STRONGARM - NO WEAPON","No","No","1231","012","2",2018,41.875508384,-87.656975687,2018-05-01,"3","Tuesday","AVE","ROBBERY","28","03","CTA TRAIN"
"211",212,2018-11-10 17:58:00,"091XX S LUELLA AVE","5111","GUN OFFENDER: ANNUAL REGISTRATION","Yes","No","0413","004","7",2018,41.729164372,-87.569442876,2018-11-10,"17","Saturday","AVE","OTHER OFFENSE","48","26","STREET"
"212",213,2018-10-27 05:55:00,"002XX E 75TH ST","0610","FORCIBLE ENTRY","Yes","No","0623","006","6",2018,41.758328843,-87.619489017,2018-10-27,"5","Saturday","ST","BURGLARY","69","05","RESTAURANT"
"213",214,2018-12-14 16:30:00,"001XX N DEARBORN ST","0870","POCKET-PICKING","No","No","0111","001","42",2018,41.883523439,-87.629429818,2018-12-14,"16","Friday","ST","THEFT","32","06","CTA TRAIN"
"214",215,2018-07-09 00:00:00,"007XX E 78TH ST","1320","TO VEHICLE","No","No","0624","006","6",2018,41.753073781,-87.607270048,2018-07-09,"0","Monday","ST","CRIMINAL DAMAGE","69","14","STREET"
"215",216,2018-02-24 15:20:00,"020XX E 71ST ST","0860","RETAIL THEFT","No","No","0331","003","5",2018,41.766247876,-87.575623169,2018-02-24,"15","Saturday","ST","THEFT","43","06","SMALL RETAIL STORE"
"216",217,2018-05-08 22:30:00,"021XX W MADISON ST","0460","SIMPLE","No","No","1223","012","27",2018,41.881271147,-87.679696983,2018-05-08,"22","Tuesday","ST","BATTERY","28","08B","SIDEWALK"
